x	y	erry
0.999	0.157	0.001
1.498	0.15	0.001
1.998	0.145	0.001
2.497	0.138	0.001
2.996	0.133	0.001
3.496	0.127	0.001
3.995	0.121	0.001
4.495	0.116	0.001
4.994	0.11	0.001
5.493	0.105	0.001
5.993	0.1	0.001
6.492	9.49E-02	0.001
6.992	9.00E-02	0.001
7.491	8.51E-02	0.001
