x	y	erry
0.999	0.155	0.001
1.498	0.148	0.001
1.998	0.142	0.001
2.497	0.137	0.001
2.996	0.132	0.001
3.496	0.125	0.001
3.995	0.12	0.001
4.495	0.116	0.001
4.994	0.11	0.001
5.493	0.104	0.001
5.993	9.91E-02	0.001
6.492	9.39E-02	0.001
6.992	8.92E-02	0.001
7.491	8.53E-02	0.001
7.99	8.10E-02	0.001
